"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Average Annual Dollars per Person Spent on Medical Care","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Spencer","IN","18147","=""18147""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Starke","IN","18149","=""18149""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Steuben","IN","18151","=""18151""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sullivan","IN","18153","=""18153""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Switzerland","IN","18155","=""18155""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tippecanoe","IN","18157","=""18157""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tipton","IN","18159","=""18159""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Union","IN","18161","=""18161""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Vanderburgh","IN","18163","=""18163""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Vermillion","IN","18165","=""18165""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Vigo","IN","18167","=""18167""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wabash","IN","18169","=""18169""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Warren","IN","18171","=""18171""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Warrick","IN","18173","=""18173""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","IN","18175","=""18175""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wayne","IN","18177","=""18177""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wells","IN","18179","=""18179""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","White","IN","18181","=""18181""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Whitley","IN","18183","=""18183""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Adair","IA","19001","=""19001""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Adams","IA","19003","=""19003""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Allamakee","IA","19005","=""19005""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Appanoose","IA","19007","=""19007""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Audubon","IA","19009","=""19009""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Benton","IA","19011","=""19011""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Black Hawk","IA","19013","=""19013""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Boone","IA","19015","=""19015""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bremer","IA","19017","=""19017""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Buchanan","IA","19019","=""19019""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Buena Vista","IA","19021","=""19021""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Butler","IA","19023","=""19023""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Calhoun","IA","19025","=""19025""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carroll","IA","19027","=""19027""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cass","IA","19029","=""19029""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cedar","IA","19031","=""19031""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cerro Gordo","IA","19033","=""19033""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cherokee","IA","19035","=""19035""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chickasaw","IA","19037","=""19037""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clarke","IA","19039","=""19039""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clay","IA","19041","=""19041""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clayton","IA","19043","=""19043""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clinton","IA","19045","=""19045""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Crawford","IA","19047","=""19047""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dallas","IA","19049","=""19049""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Davis","IA","19051","=""19051""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Decatur","IA","19053","=""19053""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Delaware","IA","19055","=""19055""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Des Moines","IA","19057","=""19057""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dickinson","IA","19059","=""19059""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dubuque","IA","19061","=""19061""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Emmet","IA","19063","=""19063""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fayette","IA","19065","=""19065""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Floyd","IA","19067","=""19067""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Franklin","IA","19069","=""19069""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fremont","IA","19071","=""19071""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greene","IA","19073","=""19073""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grundy","IA","19075","=""19075""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Guthrie","IA","19077","=""19077""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hamilton","IA","19079","=""19079""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hancock","IA","19081","=""19081""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hardin","IA","19083","=""19083""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harrison","IA","19085","=""19085""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Henry","IA","19087","=""19087""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Howard","IA","19089","=""19089""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Humboldt","IA","19091","=""19091""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ida","IA","19093","=""19093""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Iowa","IA","19095","=""19095""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jackson","IA","19097","=""19097""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jasper","IA","19099","=""19099""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson","IA","19101","=""19101""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Johnson","IA","19103","=""19103""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jones","IA","19105","=""19105""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Keokuk","IA","19107","=""19107""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Kossuth","IA","19109","=""19109""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lee","IA","19111","=""19111""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Linn","IA","19113","=""19113""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Louisa","IA","19115","=""19115""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lucas","IA","19117","=""19117""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lyon","IA","19119","=""19119""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Madison","IA","19121","=""19121""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mahaska","IA","19123","=""19123""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marion","IA","19125","=""19125""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marshall","IA","19127","=""19127""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mills","IA","19129","=""19129""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mitchell","IA","19131","=""19131""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Monona","IA","19133","=""19133""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Monroe","IA","19135","=""19135""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Montgomery","IA","19137","=""19137""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Muscatine","IA","19139","=""19139""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","O'Brien","IA","19141","=""19141""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Osceola","IA","19143","=""19143""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Page","IA","19145","=""19145""","1260","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Palo Alto","IA","19147","=""19147""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Plymouth","IA","19149","=""19149""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pocahontas","IA","19151","=""19151""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Polk","IA","19153","=""19153""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pottawattamie","IA","19155","=""19155""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Poweshiek","IA","19157","=""19157""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ringgold","IA","19159","=""19159""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sac","IA","19161","=""19161""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scott","IA","19163","=""19163""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Shelby","IA","19165","=""19165""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sioux","IA","19167","=""19167""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Story","IA","19169","=""19169""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Tama","IA","19171","=""19171""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Taylor","IA","19173","=""19173""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Union","IA","19175","=""19175""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Van Buren","IA","19177","=""19177""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wapello","IA","19179","=""19179""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Warren","IA","19181","=""19181""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","IA","19183","=""19183""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wayne","IA","19185","=""19185""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Webster","IA","19187","=""19187""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Winnebago","IA","19189","=""19189""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Winneshiek","IA","19191","=""19191""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Woodbury","IA","19193","=""19193""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Worth","IA","19195","=""19195""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wright","IA","19197","=""19197""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Allen","KS","20001","=""20001""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Anderson","KS","20003","=""20003""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Atchison","KS","20005","=""20005""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Barber","KS","20007","=""20007""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Barton","KS","20009","=""20009""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bourbon","KS","20011","=""20011""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Brown","KS","20013","=""20013""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Butler","KS","20015","=""20015""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chase","KS","20017","=""20017""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Chautauqua","KS","20019","=""20019""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cherokee","KS","20021","=""20021""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cheyenne","KS","20023","=""20023""","1290","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clark","KS","20025","=""20025""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clay","KS","20027","=""20027""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cloud","KS","20029","=""20029""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Coffey","KS","20031","=""20031""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Comanche","KS","20033","=""20033""","1300","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cowley","KS","20035","=""20035""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Crawford","KS","20037","=""20037""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Decatur","KS","20039","=""20039""","1340","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Dickinson","KS","20041","=""20041""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Doniphan","KS","20043","=""20043""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Douglas","KS","20045","=""20045""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Edwards","KS","20047","=""20047""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Elk","KS","20049","=""20049""","1320","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ellis","KS","20051","=""20051""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ellsworth","KS","20053","=""20053""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Finney","KS","20055","=""20055""","930","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ford","KS","20057","=""20057""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Franklin","KS","20059","=""20059""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Geary","KS","20061","=""20061""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gove","KS","20063","=""20063""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Graham","KS","20065","=""20065""","1260","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grant","KS","20067","=""20067""","920","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gray","KS","20069","=""20069""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greeley","KS","20071","=""20071""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greenwood","KS","20073","=""20073""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hamilton","KS","20075","=""20075""","930","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harper","KS","20077","=""20077""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harvey","KS","20079","=""20079""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Haskell","KS","20081","=""20081""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hodgeman","KS","20083","=""20083""","1290","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jackson","KS","20085","=""20085""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jefferson","KS","20087","=""20087""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jewell","KS","20089","=""20089""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Johnson","KS","20091","=""20091""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Kearny","KS","20093","=""20093""","980","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Kingman","KS","20095","=""20095""","1180","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Kiowa","KS","20097","=""20097""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Labette","KS","20099","=""20099""","1110","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lane","KS","20101","=""20101""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Leavenworth","KS","20103","=""20103""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lincoln","KS","20105","=""20105""","1260","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Linn","KS","20107","=""20107""","1200","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Logan","KS","20109","=""20109""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Lyon","KS","20111","=""20111""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","McPherson","KS","20113","=""20113""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marion","KS","20115","=""20115""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Marshall","KS","20117","=""20117""","1220","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Meade","KS","20119","=""20119""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Miami","KS","20121","=""20121""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Mitchell","KS","20123","=""20123""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Montgomery","KS","20125","=""20125""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Morris","KS","20127","=""20127""","1280","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Morton","KS","20129","=""20129""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Nemaha","KS","20131","=""20131""","1150","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Neosho","KS","20133","=""20133""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ness","KS","20135","=""20135""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Norton","KS","20137","=""20137""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Osage","KS","20139","=""20139""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Osborne","KS","20141","=""20141""","1280","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ottawa","KS","20143","=""20143""","1210","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pawnee","KS","20145","=""20145""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Phillips","KS","20147","=""20147""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pottawatomie","KS","20149","=""20149""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Pratt","KS","20151","=""20151""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rawlins","KS","20153","=""20153""","1320","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Reno","KS","20155","=""20155""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Republic","KS","20157","=""20157""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rice","KS","20159","=""20159""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Riley","KS","20161","=""20161""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rooks","KS","20163","=""20163""","1230","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Rush","KS","20165","=""20165""","1300","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Russell","KS","20167","=""20167""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Saline","KS","20169","=""20169""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Scott","KS","20171","=""20171""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sedgwick","KS","20173","=""20173""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Seward","KS","20175","=""20175""","910","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Shawnee","KS","20177","=""20177""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sheridan","KS","20179","=""20179""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sherman","KS","20181","=""20181""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Smith","KS","20183","=""20183""","1300","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stafford","KS","20185","=""20185""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stanton","KS","20187","=""20187""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Stevens","KS","20189","=""20189""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Sumner","KS","20191","=""20191""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Thomas","KS","20193","=""20193""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Trego","KS","20195","=""20195""","1360","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wabaunsee","KS","20197","=""20197""","1240","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wallace","KS","20199","=""20199""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Washington","KS","20201","=""20201""","1250","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wichita","KS","20203","=""20203""","1310","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wilson","KS","20205","=""20205""","1190","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Woodson","KS","20207","=""20207""","1260","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Wyandotte","KS","20209","=""20209""","900","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Adair","KY","21001","=""21001""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Allen","KY","21003","=""21003""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Anderson","KY","21005","=""21005""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Ballard","KY","21007","=""21007""","1120","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Barren","KY","21009","=""21009""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bath","KY","21011","=""21011""","990","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bell","KY","21013","=""21013""","950","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Boone","KY","21015","=""21015""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bourbon","KY","21017","=""21017""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Boyd","KY","21019","=""21019""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Boyle","KY","21021","=""21021""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bracken","KY","21023","=""21023""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Breathitt","KY","21025","=""21025""","930","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Breckinridge","KY","21027","=""21027""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Bullitt","KY","21029","=""21029""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Butler","KY","21031","=""21031""","980","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Caldwell","KY","21033","=""21033""","1130","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Calloway","KY","21035","=""21035""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Campbell","KY","21037","=""21037""","1100","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carlisle","KY","21039","=""21039""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carroll","KY","21041","=""21041""","950","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Carter","KY","21043","=""21043""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Casey","KY","21045","=""21045""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Christian","KY","21047","=""21047""","940","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clark","KY","21049","=""21049""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clay","KY","21051","=""21051""","870","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Clinton","KY","21053","=""21053""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Crittenden","KY","21055","=""21055""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Cumberland","KY","21057","=""21057""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Daviess","KY","21059","=""21059""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Edmonson","KY","21061","=""21061""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Elliott","KY","21063","=""21063""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Estill","KY","21065","=""21065""","950","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fayette","KY","21067","=""21067""","1030","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fleming","KY","21069","=""21069""","1000","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Floyd","KY","21071","=""21071""","960","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Franklin","KY","21073","=""21073""","1140","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Fulton","KY","21075","=""21075""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Gallatin","KY","21077","=""21077""","950","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Garrard","KY","21079","=""21079""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grant","KY","21081","=""21081""","940","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Graves","KY","21083","=""21083""","1040","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Grayson","KY","21085","=""21085""","1010","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Green","KY","21087","=""21087""","1020","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Greenup","KY","21089","=""21089""","1160","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hancock","KY","21091","=""21091""","1060","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hardin","KY","21093","=""21093""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harlan","KY","21095","=""21095""","920","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Harrison","KY","21097","=""21097""","1090","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hart","KY","21099","=""21099""","940","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Henderson","KY","21101","=""21101""","1080","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Henry","KY","21103","=""21103""","1050","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hickman","KY","21105","=""21105""","1170","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Hopkins","KY","21107","=""21107""","1070","2022","2022","PolicyMap and Quantitative Innovations","United States"
"County","Jackson","KY","21109","=""21109""","970","2022","2022","PolicyMap and Quantitative Innovations","United States"
